"Company","Product_Type","Production_Year","Greenhouse_Gas_Emissions","Pollutants_Emitted","Water_Consumption","Energy_Consumption","Waste_Generation","Sales_Revenue"
"Zara","Nylon",2018,3149,15,4898,1412,304,452129
"Forever 21","Nylon",2020,5754,9,5766,1369,275,579204
"Zara","Nylon",2021,2724,20,5960,1172,291,493992
"Nike","Nylon",2018,2613,14,5168,847,294,486992
"Adidas","Nylon",2020,5863,12,7820,1134,286,492809
"Zara","Nylon",2022,5006,10,6020,981,311,569846
"Adidas","Nylon",2022,4620,15,4615,891,232,514954
"Forever 21","Nylon",2018,5169,10,4966,821,282,435388
"Urban Outfitters","Recycled_Poly",2021,3354,13,7467,872,253,455308
"Zara","Recycled_Poly",2022,5287,12,7726,1117,350,548743
"Forever 21","Recycled_Poly",2020,5730,12,4533,897,341,442938
"Zara","Recycled_Poly",2019,3509,21,7532,1381,338,544727
"Zara","Recycled_Poly",2018,5468,11,6705,806,342,581459
"Adidas","Recycled_Poly",2021,5398,11,5490,1053,290,592795
"Forever 21","Recycled_Poly",2018,5780,9,4226,785,276,577705
"Nike","Recycled_Poly",2022,5274,17,5010,1341,323,456847
"Zara","Recycled_Poly",2020,2975,22,6311,1457,220,543151
"Urban Outfitters","Recycled_Poly",2021,5003,15,5018,1058,295,479324
"Nike","Recycled_Poly",2021,5682,17,6548,897,282,492982
"Forever 21","Recycled_Poly",2019,2448,14,6366,1309,311,536415
"Urban Outfitters","Recycled_Poly",2018,4596,17,5808,741,330,486965
"Adidas","Recycled_Poly",2022,3972,16,3920,941,220,457675
"Forever 21","Recycled_Poly",2018,3175,24,4186,887,300,452032
"Urban Outfitters","Recycled_Poly",2018,5541,16,4954,1432,284,546820
"Nike","Recycled_Poly",2022,5065,17,5569,805,309,426659
"Adidas","Recycled_Poly",2018,5162,20,5296,935,282,512963
"Adidas","Recycled_Poly",2021,3238,17,6553,988,357,564756
"Urban Outfitters","Recycled_Poly",2018,2589,25,4609,946,266,582471
"Urban Outfitters","Recycled_Poly",2018,3570,22,4393,1460,303,566630
"Zara","Recycled_Poly",2018,2210,17,4324,1237,320,538777
"Urban Outfitters","Recycled_Poly",2021,4753,18,4386,982,249,463676
"Adidas","Recycled_Poly",2021,2589,17,5743,1285,333,485517
"Urban Outfitters","Recycled_Poly",2022,4891,13,5211,798,335,514021
"Nike","Recycled_Poly",2020,4431,14,5571,1335,339,565354
"Zara","Recycled_Poly",2021,4992,24,5806,1474,316,437750
"Adidas","Recycled_Poly",2019,5030,25,4645,928,267,556850
"Adidas","Recycled_Poly",2022,2146,11,5545,839,356,495288
"Adidas","Recycled_Poly",2019,3812,17,4303,1198,360,496551
"Forever 21","Recycled_Poly",2021,5985,15,4580,1396,347,424382
"Nike","Recycled_Poly",2019,4685,23,5976,1366,311,440728
"Forever 21","Recycled_Poly",2020,3104,19,6430,1085,261,446387
"Urban Outfitters","Recycled_Poly",2022,4162,14,4307,1075,243,554659
"Zara","Recycled_Poly",2020,2717,13,6032,854,324,556495
"Urban Outfitters","Recycled_Poly",2019,4315,12,4836,1253,258,568470
"Adidas","Recycled_Poly",2018,4877,14,5543,1395,244,599594
"Adidas","Recycled_Poly",2022,5465,16,4468,1370,353,468301
"Nike","Recycled_Poly",2021,3743,24,7316,1305,218,437906
"Urban Outfitters","Recycled_Poly",2019,2770,14,4623,1001,280,538469
"Adidas","Recycled_Poly",2018,4605,21,5790,1337,337,467021
"Adidas","Recycled_Poly",2018,3937,21,4362,1394,307,464792
"Nike","Recycled_Poly",2019,5049,20,5089,1460,287,423666
"Nike","Recycled_Poly",2022,4903,12,7262,919,283,483768
"Nike","Recycled_Poly",2020,5122,21,4473,1214,285,548254
"Forever 21","Recycled_Poly",2022,4895,13,4460,702,216,478807
"Forever 21","Recycled_Poly",2019,4165,20,5340,868,343,475148
"Adidas","Recycled_Poly",2022,4491,17,7321,1078,229,536070
"Urban Outfitters","Recycled_Poly",2018,3494,11,6456,1076,261,450287
"Forever 21","Recycled_Poly",2022,4889,14,7018,1118,343,463008
"Urban Outfitters","Recycled_Poly",2019,2795,21,3794,738,298,577932
"Nike","Recycled_Poly",2020,4469,23,5767,1453,302,548351
"Urban Outfitters","Recycled_Poly",2018,4571,14,6266,1477,213,498484
"Forever 21","Recycled_Poly",2018,1811,12,5533,1237,328,552364
"Adidas","Recycled_Poly",2019,4094,10,5057,1411,341,527792
"Urban Outfitters","Recycled_Poly",2020,3484,10,5783,1350,286,490425
"Urban Outfitters","Recycled_Poly",2021,4303,16,6763,877,275,515376
"Zara","Recycled_Poly",2020,5136,14,4241,1329,242,467568
"Nike","Recycled_Poly",2018,4335,13,4048,1323,349,468532
"Urban Outfitters","Recycled_Poly",2019,5590,20,5881,732,257,492335
"Nike","Recycled_Poly",2018,2378,14,5807,1467,260,572395
"Nike","Recycled_Poly",2020,5617,13,5123,746,302,565059
"Forever 21","Recycled_Poly",2019,4723,20,7544,823,338,516572
"Forever 21","Recycled_Poly",2020,2192,9,4193,1010,311,469345
"Adidas","Recycled_Poly",2020,4842,11,6092,852,241,523527
"Urban Outfitters","Recycled_Poly",2018,4782,16,5313,1438,325,592566
"Forever 21","Recycled_Poly",2019,2038,24,4978,818,229,481682
"Zara","Recycled_Poly",2022,5094,21,4802,924,343,577390
"Nike","Recycled_Poly",2020,2371,12,5038,1184,314,496452
"Urban Outfitters","Recycled_Poly",2022,3706,18,4792,701,245,426287
"Forever 21","Recycled_Poly",2018,5302,9,6733,981,256,465106
"Zara","Recycled_Poly",2020,3800,16,5500,1000,260,510000
"Zara","Recycled_Poly",2022,4243,12,4483,1210,348,433494
"Adidas","Recycled_Poly",2021,5127,14,6160,724,264,595197
"Urban Outfitters","Recycled_Poly",2019,5686,14,7977,1139,295,588512
"Nike","Recycled_Poly",2022,4874,10,6263,1431,220,583844
"Urban Outfitters","Recycled_Poly",2019,4559,13,5852,1496,309,585632
"Zara","Recycled_Poly",2022,4574,24,4790,1231,225,447768
"Adidas","Recycled_Poly",2018,2682,12,7727,1052,249,570553
"Forever 21","Recycled_Poly",2021,2521,18,5424,1128,254,566200
"Nike","Recycled_Poly",2022,3164,13,6880,1468,311,448448
"Adidas","Recycled_Poly",2022,4621,23,7779,723,233,462786
"Forever 21","Recycled_Poly",2021,5733,18,7256,1383,281,440361
"Zara","Recycled_Poly",2021,3381,12,4991,1426,217,598534
"Nike","Recycled_Poly",2022,2473,21,7306,961,327,438006
"Forever 21","Recycled_Poly",2022,4969,16,4188,986,329,456653
"Adidas","Recycled_Poly",2018,2579,11,4589,1195,323,493912
"Zara","Recycled_Poly",2020,3203,23,4731,1295,341,526278
"Nike","Recycled_Poly",2020,5562,13,4926,777,262,474779
"Nike","Recycled_Poly",2022,4708,12,4831,1051,250,514984
"Forever 21","Recycled_Poly",2020,2270,20,4292,1124,212,512510
"Urban Outfitters","Recycled_Poly",2022,2512,14,7665,1286,220,521611
"Zara","Recycled_Poly",2018,1967,9,5040,744,296,550734
"Zara","Recycled_Poly",2021,5639,12,5798,1140,288,505405
"Zara","Recycled_Poly",2022,2785,10,6402,1370,295,470574
"Urban Outfitters","Recycled_Poly",2021,3807,21,5820,1251,264,430784
"Zara","Recycled_Poly",2018,4801,16,5575,1125,342,567706
"Adidas","Recycled_Poly",2021,5410,16,5359,802,293,476443
"Nike","Recycled_Poly",2018,5461,22,5479,767,285,425455
"Nike","Recycled_Poly",2019,4502,16,5555,1283,280,550888
"Forever 21","Recycled_Poly",2020,4449,10,6641,1234,245,489236
"Urban Outfitters","Recycled_Poly",2020,5661,20,4377,725,342,425071
"Urban Outfitters","Recycled_Poly",2022,1857,14,5310,798,350,469493
"Urban Outfitters","Recycled_Poly",2019,3054,9,6218,1372,347,493564
"Urban Outfitters","Recycled_Poly",2022,5068,22,4032,1486,214,500856
"Adidas","Recycled_Poly",2022,2061,11,5383,1140,311,581890
"Forever 21","Recycled_Poly",2019,5079,21,6952,1376,312,531172
"Nike","Recycled_Poly",2019,5753,15,5083,799,279,588305
"Forever 21","Recycled_Poly",2018,5395,22,6561,1085,319,569199
"Adidas","Recycled_Poly",2021,4405,17,4527,912,281,563646
"Adidas","Recycled_Poly",2019,5440,10,5296,1288,348,535576
"Zara","Recycled_Poly",2019,2777,21,4166,1138,263,565908
"Zara","Recycled_Poly",2020,5053,10,6244,892,348,429871
"Zara","Recycled_Poly",2019,4678,11,6962,1200,316,498002
"Urban Outfitters","Recycled_Poly",2022,4549,12,4377,1039,274,574788
"Adidas","Recycled_Poly",2020,3943,13,7779,733,290,528158
"Nike","Recycled_Poly",2021,2395,9,5967,709,343,471806
"Urban Outfitters","Recycled_Poly",2021,3303,17,5894,955,360,536164
"Nike","Recycled_Poly",2021,5788,25,5969,1177,244,472093
"Adidas","Recycled_Poly",2021,2353,15,7862,1046,290,563783
"Nike","Recycled_Poly",2019,4653,21,4666,840,217,566120
"Nike","Recycled_Poly",2018,5429,10,4995,1335,293,495414
"Zara","Recycled_Poly",2020,4197,22,7106,1455,231,493448
"Urban Outfitters","Recycled_Poly",2022,5004,25,4429,784,252,477052
"Adidas","Recycled_Poly",2018,5007,19,6449,790,329,421010
"Forever 21","Recycled_Poly",2021,4644,15,7132,1227,234,534449
"Adidas","Recycled_Poly",2018,3661,10,4605,977,317,523794
"Nike","Recycled_Poly",2021,4547,16,4619,844,258,596985
"Zara","Recycled_Poly",2019,5769,20,4055,1330,248,527260
"Adidas","Recycled_Poly",2018,2619,18,4703,1453,304,538650
"Forever 21","Recycled_Poly",2021,5417,16,7345,1161,217,426991
"Forever 21","Recycled_Poly",2019,5386,21,6764,1482,282,540686
"Urban Outfitters","Recycled_Poly",2020,4584,22,4304,1243,283,439690
"Nike","Recycled_Poly",2018,4749,22,5067,850,290,495752
"Nike","Recycled_Poly",2019,2152,9,5183,1023,271,470750
"Zara","Recycled_Poly",2018,3565,17,5951,1344,325,537926
"Zara","Recycled_Poly",2022,2620,20,4464,797,233,507499
"Nike","Recycled_Poly",2021,3368,20,4270,750,274,486107
"Urban Outfitters","Recycled_Poly",2018,3948,22,4321,1169,284,550819
"Zara","Recycled_Poly",2022,4655,11,5341,1022,271,592534
"Adidas","Microfiber",2021,5600,18,7383,1160,235,466563
"Urban Outfitters","Microfiber",2021,2572,17,6215,1047,371,478294
"Nike","Microfiber",2018,5627,11,5901,710,249,463063
"Urban Outfitters","Microfiber",2021,5829,9,5616,1485,272,443181
"Forever 21","Microfiber",2020,5330,14,4722,1083,261,455214
"Zara","Microfiber",2021,3126,15,6194,1104,284,508073
"Forever 21","Microfiber",2019,2698,12,3995,721,264,460774
"Nike","Microfiber",2019,4742,13,5720,1157,223,423335
"Adidas","Microfiber",2022,2511,24,4673,735,245,451882
"Forever 21","Microfiber",2019,3296,17,5531,1483,274,503188
"Adidas","Microfiber",2021,2440,13,6040,1417,380,546846
"Zara","Microfiber",2022,5892,16,7924,1125,240,483880
"Urban Outfitters","Microfiber",2022,2309,25,5705,1357,376,460628
"Forever 21","Microfiber",2018,5088,18,4026,1338,347,424947
"Zara","Microfiber",2022,1809,23,5692,755,298,555905
"Forever 21","Microfiber",2022,3833,13,5353,1278,242,497177
"Forever 21","Microfiber",2019,5371,23,5477,965,279,429138
"Urban Outfitters","Microfiber",2019,1828,20,7347,985,339,574226
"Adidas","Microfiber",2019,4753,12,6894,1188,371,472767
"Zara","Microfiber",2018,4038,13,7553,1294,346,458488
"Forever 21","Microfiber",2020,4011,22,7795,1112,277,464845
"Forever 21","Microfiber",2021,1806,13,7761,1472,228,483513
"Zara","Microfiber",2022,2156,17,4697,761,225,472611
"Zara","Microfiber",2018,5071,20,5816,785,287,578488
"Zara","Microfiber",2022,3360,17,7173,884,296,425609
"Forever 21","Microfiber",2022,5288,9,6099,1494,375,503434
"Adidas","Microfiber",2018,4469,17,5518,789,284,507285
"Adidas","Microfiber",2021,2673,16,5562,1285,232,570683
"Zara","Microfiber",2021,4376,21,5812,1170,283,428613
"Adidas","Microfiber",2022,5424,15,4355,802,339,452284
"Adidas","Microfiber",2018,4611,25,4680,910,276,525396
"Urban Outfitters","Microfiber",2019,4874,22,4732,1469,306,557405
"Zara","Microfiber",2021,5396,22,5662,1030,339,591962
"Forever 21","Microfiber",2018,2925,21,7250,1038,333,468053
"Nike","Microfiber",2019,4076,14,7323,732,314,453555
"Nike","Microfiber",2019,4420,10,4744,741,342,433665
"Urban Outfitters","Microfiber",2018,5188,12,6463,894,359,462908
"Zara","Microfiber",2021,5437,10,4919,910,291,468346
"Nike","Microfiber",2022,5622,16,4540,1486,362,599250
"Adidas","Microfiber",2022,5472,25,4148,1384,259,438894
"Adidas","Microfiber",2022,3386,22,7274,855,277,563407
"Adidas","Microfiber",2019,3156,23,4149,1076,341,448146
"Forever 21","Microfiber",2019,3557,24,5669,1464,288,552555
"Adidas","Microfiber",2020,2550,25,5833,1339,378,591211
"Urban Outfitters","Microfiber",2020,3905,18,4524,1211,349,575724
"Zara","Microfiber",2020,4793,15,4397,1396,295,542562
"Nike","Microfiber",2022,3851,18,6383,1420,267,526016
"Zara","Microfiber",2021,2496,12,4587,1104,245,574811
"Urban Outfitters","Microfiber",2022,5124,21,6639,1230,352,562106
"Zara","Microfiber",2021,5407,22,7396,708,263,431538
"Nike","Microfiber",2020,4460,15,6446,939,318,533549
"Urban Outfitters","Microfiber",2019,4050,25,4597,829,309,436370
"Urban Outfitters","Microfiber",2021,4094,18,4050,871,264,553766
"Urban Outfitters","Microfiber",2018,3774,24,6613,1308,293,558487
"Forever 21","Microfiber",2018,4476,14,4484,732,278,524456
"Zara","Microfiber",2022,4623,13,4742,865,240,469553
"Forever 21","Microfiber",2021,4888,9,5812,838,308,523221
"Adidas","Microfiber",2021,3767,20,4277,1389,244,558199
"Zara","Microfiber",2021,4889,24,4229,1352,295,464927
"Urban Outfitters","Microfiber",2022,4034,24,5593,705,251,478010
"Adidas","Microfiber",2020,4963,20,4049,991,332,512105
"Zara","Microfiber",2018,2623,23,4681,1410,232,427588
"Forever 21","Microfiber",2018,2657,19,4500,820,283,533882
"Urban Outfitters","Microfiber",2018,2873,15,5447,764,357,552112
"Nike","Microfiber",2022,2531,15,5809,916,285,546998
"Urban Outfitters","Microfiber",2021,4375,9,5160,1168,297,567904
"Zara","Microfiber",2019,4782,18,4651,980,377,591596
"Nike","Microfiber",2019,2323,14,6449,1442,328,576831
"Nike","Microfiber",2020,5192,23,4538,1395,248,481299
"Zara","Microfiber",2022,4217,11,7121,825,306,595044
"Urban Outfitters","Microfiber",2019,4694,18,4925,1400,275,449467
"Adidas","Microfiber",2021,2937,10,6762,947,223,584903
"Forever 21","Microfiber",2019,4325,12,4170,1096,288,473892
"Nike","Microfiber",2018,4530,17,6007,753,327,438021
"Adidas","Microfiber",2020,5668,24,5080,1446,231,576256
"Adidas","Microfiber",2018,2579,9,4874,1188,320,454786
"Forever 21","Microfiber",2018,5806,10,4759,831,318,559979
"Adidas","Microfiber",2019,5303,13,6450,1391,266,563880
"Nike","Microfiber",2021,5369,15,4144,796,249,506305
"Zara","Microfiber",2022,4870,16,7295,779,343,448316
"Zara","Microfiber",2020,3694,9,6245,1082,378,527934
"Zara","Microfiber",2019,3885,24,4489,938,285,494256
"Adidas","Microfiber",2019,3782,23,6496,869,269,477761
"Nike","Microfiber",2022,5222,23,7200,728,344,546747
"Forever 21","Microfiber",2018,4876,11,5076,1380,314,544420
"Forever 21","Microfiber",2019,5070,17,4473,997,291,449198
"Urban Outfitters","Microfiber",2018,3391,10,6860,1241,376,551608
"Urban Outfitters","Microfiber",2021,3861,24,4397,1103,323,567361
"Zara","Microfiber",2018,5842,18,5106,1452,340,528288
"Urban Outfitters","Microfiber",2020,5870,24,5238,797,363,443638
"Zara","Microfiber",2018,3550,21,5506,1324,318,455107
"Zara","Microfiber",2018,5643,23,5746,1427,248,502375
"Forever 21","Microfiber",2021,5864,9,5567,1399,327,465300
"Urban Outfitters","Microfiber",2019,2422,25,4567,884,378,541750
"Nike","Microfiber",2021,2517,24,4553,1460,326,462620
"Urban Outfitters","Microfiber",2019,4890,12,5659,1243,261,485152
"Adidas","Microfiber",2020,5709,13,5791,1234,351,582323
"Zara","Microfiber",2020,5478,19,5443,781,361,524088
"Zara","Microfiber",2021,4270,10,4083,945,249,482648
"Forever 21","Microfiber",2019,5547,10,5512,1262,255,420221
"Adidas","Microfiber",2020,2522,19,5202,1164,327,505660
"Nike","Microfiber",2022,4528,17,7515,1306,372,550563
"Zara","Microfiber",2022,4397,13,5539,1365,347,555230
"Urban Outfitters","Microfiber",2022,3704,25,6406,1421,229,480976
"Urban Outfitters","Microfiber",2019,5432,10,4550,1119,320,420064
"Zara","Microfiber",2021,3054,18,4842,765,240,468224
"Nike","Microfiber",2022,4740,15,6257,926,348,427721
"Urban Outfitters","Microfiber",2018,3111,12,6256,1277,352,593715
"Forever 21","Microfiber",2019,3827,23,5417,858,320,469409
"Zara","Microfiber",2018,4743,13,5841,1350,358,483248
"Adidas","Microfiber",2019,5964,20,5633,1113,364,527904
"Urban Outfitters","Microfiber",2021,4462,10,5281,957,333,540321
"Forever 21","Microfiber",2020,4762,10,5241,1295,261,486777
"Urban Outfitters","Microfiber",2018,5756,12,4467,1310,303,450142
"Adidas","Microfiber",2022,5228,15,7217,1033,333,493033
"Urban Outfitters","Microfiber",2018,2251,12,7414,1481,344,552094
"Zara","Microfiber",2019,5701,15,5827,779,316,597424
"Nike","Microfiber",2018,5452,9,7404,1192,299,441544
"Forever 21","Microfiber",2019,4842,19,5423,1263,252,574282
"Urban Outfitters","Microfiber",2022,2458,25,5651,893,263,463469
"Forever 21","Microfiber",2018,5114,10,7960,995,370,428084
"Urban Outfitters","Microfiber",2018,1910,10,5065,1177,312,569584
"Forever 21","Microfiber",2021,4245,12,4208,1327,366,525192
"Nike","Microfiber",2021,5675,10,4705,982,353,457710
"Nike","Microfiber",2019,4510,10,6273,967,271,435196
"Adidas","Microfiber",2022,2691,24,4664,1196,264,567160
"Urban Outfitters","Microfiber",2018,5229,14,5755,1098,345,497645
"Adidas","Microfiber",2019,4691,15,5517,1115,362,529504
"Urban Outfitters","Microfiber",2022,4024,15,4753,703,321,569919
"Urban Outfitters","Microfiber",2022,5696,14,3842,817,373,467794
"Zara","Microfiber",2021,5212,19,4006,1265,303,423398
"Forever 21","Microfiber",2022,4434,14,5811,1344,277,436938
"Urban Outfitters","Microfiber",2019,5115,11,5267,952,340,436096
"Forever 21","Microfiber",2022,4360,15,3835,759,329,569780
"Adidas","Microfiber",2018,4846,10,6089,712,369,557511
"Forever 21","Microfiber",2018,4973,25,7134,1345,237,469768
"Nike","Microfiber",2019,3693,10,4564,1411,322,550625
"Forever 21","Microfiber",2020,4793,25,6486,1477,252,485875
"Forever 21","Microfiber",2020,5317,19,4613,843,292,492605
"Adidas","Microfiber",2021,5651,14,5437,1453,246,592179
"Zara","Microfiber",2018,5819,15,5475,882,263,529617
"Adidas","Microfiber",2022,5729,9,7155,1391,277,595670
"Adidas","Microfiber",2021,3246,25,6037,799,226,540968
"Nike","Microfiber",2020,1844,9,4922,1291,315,585969
"Nike","Microfiber",2022,3647,16,5369,1074,294,525341
"Urban Outfitters","Microfiber",2020,3526,10,5705,1086,278,497795
"Urban Outfitters","Microfiber",2022,4229,20,7576,1038,224,420808
"Forever 21","Microfiber",2022,2334,18,4919,914,354,455796
"Adidas","Microfiber",2021,4657,24,7526,1019,292,573507
"Forever 21","Microfiber",2018,3320,24,4979,997,324,450402
"Forever 21","Microfiber",2022,5950,22,6226,737,296,560746
"Zara","Microfiber",2020,5852,21,6526,1392,316,494563
"Nike","Microfiber",2020,4607,17,6652,760,337,427882
"Urban Outfitters","Microfiber",2022,3538,25,5711,783,345,585636
"Adidas","Microfiber",2019,2911,10,7514,954,344,501271
"Adidas","Microfiber",2018,5130,17,7334,1052,235,463835
"Nike","Microfiber",2019,2466,11,5578,1162,307,586166
"Zara","Microfiber",2018,1827,16,5794,1438,255,474610
"Urban Outfitters","Microfiber",2020,5769,14,4654,1385,332,515430
"Urban Outfitters","Microfiber",2022,1985,25,4490,963,247,579163
"Adidas","Microfiber",2020,4024,24,4209,872,350,472629
"Adidas","Microfiber",2018,3671,16,6978,834,278,425744
"Forever 21","Microfiber",2018,4541,21,6984,1434,325,562278
"Adidas","Microfiber",2018,3612,9,4266,995,315,526784
"Nike","Microfiber",2018,4095,16,4621,1049,334,592210
"Forever 21","Microfiber",2021,4879,18,5530,724,365,547722
"Urban Outfitters","Microfiber",2018,5580,9,5584,806,276,590459
"Zara","Microfiber",2020,2924,15,6930,801,234,511479
"Urban Outfitters","Microfiber",2022,5772,15,4017,1495,373,421693
"Adidas","Microfiber",2020,5690,23,4057,957,332,480961
"Forever 21","Synthetic_Blend",2019,2744,11,5130,1488,286,506197
"Urban Outfitters","Synthetic_Blend",2018,2064,19,5726,967,257,507697
"Zara","Synthetic_Blend",2018,3417,24,7897,1038,267,453610
"Adidas","Synthetic_Blend",2019,3051,14,5930,1353,265,428634
"Zara","Synthetic_Blend",2022,5717,9,4858,1380,240,425400
"Nike","Synthetic_Blend",2018,2833,15,4179,1158,281,495617
